symbol	globalScore	clinicalPrecedence	gwasCredibleSets	geneBurden	eva	genomicsEngland	gene2Phenotype	uniprotLiterature	uniprotVariants	orphanet	clingen	cancerGeneCensus	intogen	evaSomatic	cancerBiomarkers	crisprScreen	crispr	reactome	europepmc	expressionAtlas	impc	maxClinicalStage	isInMembrane	isSecreted	hasLigand	hasSmallMoleculeBinder	hasPocket	mouseOrthologMaxIdentityPercentage	hasHighQualityChemicalProbes	geneticConstraint	mouseKoScore	geneEssentiality	hasSafetyEvent	isCancerDriverGene	paralogMaxIdentityPercentage	tissueSpecificity	tissueDistribution
RTN4	0.1965897021567687	No data	0.290779065101753	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.651921345605462	No data	No data	0.2	0	0	0	0	0	0	No data	-0.6350799779371208	-0.16840601274630995	0	No data	No data	0	-1	-1
HNRNPK	0.196581660505392	No data	0.3200393937975255	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06645021357227024	No data	No data	No data	0	0	0	0	0	1	No data	-0.9291781577495863	No data	-1	No data	No data	0	-1	-1
TMEM154	0.19639021612337965	No data	0.3087373152469129	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.28619355515563083	No data	No data	No data	0	0	0	0	0	0	No data	0.6868174296745726	No data	0	No data	No data	No data	0.5	0
SOX11	0.1963819969531124	No data	0.32136166340027994	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.03343619386863916	No data	No data	No data	1	0	0	0	0	0	No data	0.31406508549365686	-0.930722300731332	0	No data	No data	0	0.5	1
SLC41A1	0.19600393903450405	No data	0.32128016976248996	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.02262853524443256	No data	No data	No data	0	0	0	0	0	0.8927900000000001	No data	-0.5842250413678984	0	0	No data	No data	-0.010720000000000063	0.5	-1
TRIM59	0.19596601868080057	No data	0.3223492204222794	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.13151500000000027	No data	-0.4722559293987866	0	0	No data	No data	0	0.5	0
TMEM245	0.19560975436739217	No data	0.32176319267897696	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	0	0	0.5733800000000002	No data	-0.09453943739658022	No data	0	No data	No data	No data	-1	-1
HABP2	0.1955651911581469	No data	0.318802218294936	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.057753425773104	No data	No data	No data	0	1	0	0	0	0	No data	0.616657473800331	-0.6734283121407603	0	No data	No data	0	1	0.5
RPLP1	0.19550013354238546	No data	0.3206709785492728	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.01823792392834863	No data	No data	1	0	0	1	1	0	0.8684199999999997	No data	0.060231660231660156	-0.6438134729151446	-1	No data	No data	0	-1	-1
PURG	0.19532878224110295	No data	0.32130101486631624	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	0	0	0.8559100000000001	No data	-0.8667402095973524	No data	0	No data	No data	0	0.5	0.5
BANP	0.1952227985063643	No data	0.3074482367240834	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.2735688589252295	No data	No data	No data	0	0	0	0	0	0.5566049999999997	No data	-0.8839492553778268	0	-1	No data	No data	No data	-1	-1
MMADHC	0.19518968728920397	No data	0.32107221423235355	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.6790550000000003	No data	0.030005515719801368	No data	0	No data	No data	No data	-1	-1
RUNX1T1	0.1948933654510047	No data	0.3186554513750651	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.03858671868173762	No data	No data	No data	0	0	0	0	1	0.9503300000000003	No data	-0.9644787644787645	-0.814194381975033	0	No data	255	-0.2798024999999999	0.5	0
IFNGR1	0.19476153726046097	No data	0.31869613025239907	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.03343619386863916	No data	No data	1	1	0	0	0	0	0	No data	-0.15245449531163813	-0.9489446562837345	0	No data	No data	0	-1	-1
ALKAL2	0.1947256453648808	No data	0.3203089005029846	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	1	0	0	0	0	No data	0.5075565361279648	-0.3204618155229949	0	No data	No data	No data	0.5	0
RPGRIP1L	0.19457522910424294	No data	0.319301563678794	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.015198269940290528	No data	No data	No data	1	0	0	0	0	0.09885999999999981	No data	-0.10546056260341974	-0.9886553046093466	0	No data	No data	0	0.5	0
C8orf48	0.19446529630911216	No data	0.31988064607535655	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0	No data	No data	No data	0	No data	No data	No data	0.5	0
SLC9C2	0.1944546132824212	No data	0.3183432463136162	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.030396539880581056	No data	No data	No data	1	0	0	0	0	0	No data	-0.42801985659128516	No data	0	No data	No data	0	1	1
NDST4	0.19399626649888035	No data	0.3185011968548019	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.012158615952232422	No data	No data	No data	0	0	0	0	0	0.7935800000000001	No data	-0.3298400441257584	0	0	No data	No data	-0.5412849999999999	No data	No data
ATP11B	0.1938538022932878	No data	0.3188747848519628	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.6686500000000002	No data	-0.6640926640926641	0	0	No data	No data	0	-1	-1
CDIN1	0.19362668664419563	No data	0.3185011968548019	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.7508899999999997	No data	-0.0653061224489796	-0.6007094151533143	0	No data	No data	No data	0.75	0
AVL9	0.19362443971924828	No data	0.31849750083387945	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.5756149999999998	No data	-0.2690568119139548	-0.022023425318627998	0	No data	No data	No data	-1	-1
CPB2	0.19338213943947646	No data	0.31475531588540273	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06687238773727831	No data	No data	No data	0	1	1	1	0	0.18439499999999995	No data	0.5826806398234969	-0.7736438770726106	0	No data	No data	0	1	0.5
C11orf58	0.19324074124557075	No data	0.3154346227896487	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04863446380892969	No data	No data	No data	0	0	0	0	0	0.7540999999999997	No data	-0.7459459459459459	No data	0	No data	No data	No data	-1	-1
AASDH	0.1930972714749782	No data	0.3176303491015751	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	No data	-0.03927192498621068	0	0	No data	No data	0	-1	-1
ZNF708	0.1929802003825712	No data	0.31743777604413675	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	No data	No data	0.5160507446221732	0	0	No data	No data	-0.4182950000000002	-1	-1
HSD17B4	0.19295805024294502	No data	0.3174013407463805	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	1	0.3138599999999997	No data	-0.19790402647545502	-0.8904939179188706	0	No data	No data	0	0.5	-1
MAPK8	0.1928148305497479	No data	0.28874087513912505	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5684976017412342	No data	No data	0.2	0	0	1	1	1	0.859485	1	-0.6520683949255378	-0.8840506881201778	0	No data	No data	-0.7716625	-1	-1
MAP3K15	0.19222621608596968	No data	0.3025860430049024	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.2722297224738239	No data	No data	No data	0	0	1	1	0	0.33739500000000006	No data	No data	-0.6734283121407603	No data	No data	No data	0	0.75	0.5
OGDH	0.19222594482053387	No data	0.3142972991750134	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.037995674850726316	No data	No data	No data	0	0	0	0	0	0.6969700000000003	No data	-0.7771649200220629	-0.4988680149555133	-1	No data	No data	-0.39882750000000017	0.5	-1
LIME1	0.1916491552703346	No data	0.3152483079048915	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	0	0	0	No data	0.9887479316050745	No data	0	No data	No data	0	1	0
INAFM2	0.19132727304701527	No data	0.3067355226287442	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.15966626920605212	No data	No data	No data	0	0	0	0	0	0.5751649999999998	No data	0.8234969663541092	No data	No data	No data	No data	No data	-1	-1
CLINT1	0.19114830639856897	No data	0.3144244495418454	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.7200000000000003	No data	-0.7730832873690017	0	0	No data	No data	0	-1	-1
CSRNP3	0.19094758110327045	No data	0.3140942716727736	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.6923099999999998	No data	-0.8089354660783232	No data	0	255	No data	0	0.5	0
ARHGAP36	0.19094665589888038	No data	0.31409274978180557	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	0	0	0	No data	No data	No data	0	No data	255	0	0.75	0.5
ARHGAP42	0.1907786669783445	No data	0.31077676677538574	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06079307976116211	No data	No data	No data	0	0	0	0	0	0.6224249999999998	No data	-0.48383894098179814	-0.7671246436679215	No data	No data	No data	0	0.5	-1
EFNA5	0.18910013748321852	No data	0.30476075039964223	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.12589233600540653	No data	No data	No data	0	0	0	0	0	0.9561399999999999	No data	-0.7131825703254275	-0.8158990459501605	0	No data	No data	0	-1	0
NETO1	0.1888808507252078	No data	0.31069465713410865	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	1	0	0	0	0.7842399999999998	No data	-0.5890788747931606	-0.05373224667943238	0	No data	No data	0	0.75	0.5
EMB	0.18873144722532847	No data	0.3104488997214783	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	0	0	0	No data	-0.13910645339216765	-0.7505064916695131	0	No data	No data	0	0.5	-1
BMPR2	0.1883194411070339	No data	0.3059716134567136	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07599134970145263	No data	No data	1	1	0	1	1	0	0.8314050000000002	0	-0.8189740761169333	-0.9580568006923712	0	No data	No data	0	-1	-1
NFKBIA	0.1883007663403255	No data	0.2977088280356564	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.24063268665854945	No data	No data	No data	0	0	1	1	0	0.5583599999999997	No data	-0.6886927744070601	-0.845707741002219	0	255	No data	0	0.5	-1
STK33	0.18799599913465603	No data	0.30923914345717685	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	1	1	0	0	0	0.07512410369553235	-0.031001120182822806	0	No data	No data	0	0.5	0
S100PBP	0.18798021381597207	No data	0.3092131778065699	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0	No data	-0.6589078874793161	No data	0	No data	No data	No data	-1	-1
ALG10B	0.1879071391906616	No data	0.30909297559671717	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.26004000000000005	No data	0.08858246001103143	-0.8927444455487865	0	No data	No data	-0.8995774999999998	-1	0
FBP1	0.18778594852820213	No data	0.2943370468898449	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.2911315853901865	No data	No data	No data	0	0	1	1	1	0.2455599999999997	0	0.3264202978488693	0	0	No data	No data	-0.41568000000000005	0.5	0
SOD3	0.18766061723066008	No data	0.28395666342265935	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.4946160453806478	No data	No data	No data	0	1	0	0	1	0	No data	0.9769442912300055	-0.7891796281199006	0	No data	No data	0	0.75	0
RTL1	0.18754325900707974	No data	0.27399018258771063	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.6900847547513079	No data	No data	No data	0	0	0	0	0	0	No data	0.9000551571980144	-0.7807946659994055	0	No data	No data	0	0.5	0.5
NT5C	0.18748887014654672	No data	0.30764504128259956	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.015198269940290528	No data	No data	No data	0	0	0	0	0	0.15422999999999973	No data	0.37164920022062886	No data	0	No data	No data	0	-1	-1
GMEB1	0.18739633825262583	No data	0.3082527468403479	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.75133	No data	-0.9801434087148373	No data	0	No data	No data	0	-1	-1
KLF16	0.18704665980871615	No data	0.30706962155467377	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.012158615952232422	No data	No data	No data	0	0	0	0	0	0.3849200000000003	No data	0.9549917264202978	-0.5595548762456815	0	No data	No data	0	0.5	0
VAV2	0.18689522640742195	No data	0.3040088451693989	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06839221473130737	No data	No data	No data	0	0	0	0	0	0.7380400000000001	No data	-0.5402095973524546	-0.9429538209733701	0	No data	No data	0	-1	-1
