symbol	globalScore	clinicalPrecedence	gwasCredibleSets	geneBurden	eva	genomicsEngland	gene2Phenotype	uniprotLiterature	uniprotVariants	orphanet	clingen	cancerGeneCensus	intogen	evaSomatic	cancerBiomarkers	crisprScreen	crispr	reactome	europepmc	expressionAtlas	impc	maxClinicalStage	isInMembrane	isSecreted	hasLigand	hasSmallMoleculeBinder	hasPocket	mouseOrthologMaxIdentityPercentage	hasHighQualityChemicalProbes	geneticConstraint	mouseKoScore	geneEssentiality	hasSafetyEvent	isCancerDriverGene	paralogMaxIdentityPercentage	tissueSpecificity	tissueDistribution
CALN1	0.019844894830082355	No data	0.03264334511106697	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	0	0	0.17624500000000012	No data	-0.12200772200772203	No data	0	No data	No data	0	0.5	0.5
ZFYVE19	0.019834774030273453	No data	0.03262669716388505	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0	No data	0.11307225592939885	-0.17073779750080204	0	No data	No data	0	-1	-1
MRPL33	0.019818747672871256	No data	0.03108050802886041	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.030396539880581056	No data	No data	No data	0	0	0	0	0	0	No data	0.29277440706012126	No data	0	No data	No data	No data	-1	-1
SRSF1	0.019813586653929842	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.16295922769311508	No data	No data	No data	0	0	0	0	0	1	No data	-0.9722007722007722	No data	-1	No data	No data	-0.1229849999999999	-1	-1
MESP1	0.019812489524290634	No data	0.03167814464725754	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.01823792392834863	No data	No data	No data	0	0	0	0	0	0	No data	0.999338113623828	-0.8672658785988643	0	No data	No data	0	0.5	0
TBX21	0.019811931506054557	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.1629456147302434	No data	No data	No data	0	0	0	0	0	0.3177549999999997	No data	-0.8135686707115278	-0.31526332846308514	0	No data	No data	0	0.75	0.5
IL32	0.0198018487559888	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.162862687939025	No data	No data	No data	0	1	0	0	0	No data	No data	0.9825703254274682	No data	0	No data	No data	No data	0.5	0
H1-8	0.01980132486262861	No data	0.03257167582300833	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0	No data	0.2035300606729178	-0.05373224667943238	0	No data	No data	0	1	1
PDP1	0.019773074213396486	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.16262602825090455	No data	No data	No data	0	0	0	0	0	0.9161999999999999	No data	-0.6523993381136238	-0.5740029419786926	0	No data	No data	0	-1	-1
TUG1	0.019771801536680633	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.1626155609681081	No data	No data	No data	0	0	No data	No data	No data	0.5751649999999998	No data	No data	No data	No data	No data	No data	No data	-1	-1
DOCK5	0.019768278412223228	No data	0.030845507227978998	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.03343619386863916	No data	No data	No data	0	0	0	1	0	0.695185	No data	-0.4669608383894098	0	0	No data	No data	-0.13101500000000002	-1	-1
NFATC3	0.019757123065019682	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.1624948361116062	No data	No data	No data	0	0	0	0	0	0.45581499999999975	No data	-0.5537782680639823	-0.7855827913055807	0	No data	No data	0	0.5	-1
TSHZ1	0.0197519900114824	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.16245261869510544	No data	No data	No data	0	0	0	0	0	0.637885	No data	-0.8961941533370105	-0.7783365385372273	0	No data	No data	0	-1	-1
SH2D4A	0.01974941841811828	No data	0.03248629366320618	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0	No data	0.4662989520132377	No data	0	No data	No data	0	-1	0
SAMD3	0.019736019475968886	No data	0.032464253420793655	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0.028844999999999742	No data	0.5020408163265306	-0.05228713452225198	0	No data	No data	0	0.5	0
COMTD1	0.019724696736528206	No data	0.032445628374184465	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	0	1	0.2748100000000001	No data	0.899503585217871	No data	0	No data	No data	0	0.5	0
SLC14A1	0.019722639808910945	No data	0.032442244884442965	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	1	0	0.17738000000000015	1	0.24886927744070597	-0.3202714857906569	0	No data	No data	-0.0424175	0.5	0
SNAPC3	0.019711326707016	No data	0.0324236356908647	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.2214100000000002	No data	0.9114175399889686	0	-1	No data	No data	No data	-1	-1
SPINK9	0.01970610578965704	No data	0.03119918608302641	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.024317231904464845	No data	No data	No data	0	1	0	0	0	0	No data	-0.06872586872586872	No data	0	No data	No data	0	0.5	0.5
LRWD1	0.019697886461099184	No data	0.0324015275068911	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0	No data	0.5624931053502482	No data	0	No data	No data	0	1	-1
CREB5	0.019682851889760156	No data	0.03237679677866003	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	0	0	0.8622050000000001	No data	-0.770546056260342	-0.022023425318627998	0	No data	No data	0	-1	0
RHO	0.019659503746572778	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.16169195428006863	No data	No data	No data	0	0	0	0	0	0.7413800000000001	No data	-0.09939327082184224	-0.7250435538565999	0	No data	No data	0	1	1
NVL	0.019656056759045852	No data	0.03233272082327239	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.39252499999999985	No data	-0.13292884721456155	No data	-1	No data	No data	0	-1	-1
GRIFIN	0.019651868557029977	No data	0.032325831548979445	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	No data	0.9218974076116933	No data	No data	No data	No data	0	No data	No data
ATL1	0.01964932894073665	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.1616082703650893	No data	No data	No data	0	0	0	0	1	0.82975	No data	-0.6088251516822946	-0.19813303277206457	0	No data	No data	-0.12634499999999987	0.5	0
TMEM19	0.019648923598413293	No data	0.03232098731567484	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.3601199999999999	No data	-0.06861555432984001	No data	0	No data	No data	No data	-1	-1
TOGARAM2	0.019646434358030422	No data	0.03231689270426076	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	0	0	0	No data	0.37617209045780475	0	0	No data	No data	0	0.5	0.5
BBS12	0.019625439653053422	No data	0.032282358008766665	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0	No data	0.6214009928295643	-0.8498079482758705	0	No data	No data	0	0.5	0
SP7	0.019609270521094194	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.16127880507233036	No data	No data	No data	0	0	0	0	0	0.7215800000000001	No data	-0.2747931605074462	-0.6489376811557032	0	No data	No data	0	No data	No data
NANOS2	0.019591379189650836	No data	0.03222633113278604	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0	No data	0.3042471042471042	-0.08154828605065528	0	No data	No data	0	1	1
ITGB8	0.019587732298289195	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.1611016613670796	No data	No data	0.2	1	0	1	0	0	0.36281000000000035	No data	-0.5512410369553227	-0.9535950469612542	0	No data	No data	0	-1	0
GNG11	0.019567536529331717	No data	0.031579180969396624	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.012158615952232422	No data	No data	No data	1	0	0	0	0	1	No data	No data	No data	0	No data	No data	-0.4178075	-1	-1
DLL4	0.01956720008414005	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.16093279170107638	No data	No data	0.2	1	0	0	0	0	0.32117000000000007	No data	-0.9581908439051297	-0.9672193178462798	0	No data	No data	0	-1	0
IL17F	0.019565544936264754	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.16091917873820466	No data	No data	1	0	1	0	0	0	0	No data	0.2475455046883619	0	0	No data	No data	0	0.5	1
LMOD2	0.019555334768620085	No data	0.03216704079715515	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	0	0	0.4881149999999998	No data	0.025703254274682896	-0.9331640737271563	0	No data	No data	0	0.75	0.5
ADORA3	0.019536401762916322	0.030396539880581056	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.034787151196664985	No data	No data	1	1	0	1	1	0	0	0	0.39437396580253714	-0.8270419443463802	0	255	No data	0	0.5	0
MYO15B	0.019533377685862312	No data	0.03213092306328801	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0	No data	No data	No data	No data	No data	No data	No data	0.5	-1
FUT4	0.019531268709379036	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.16063726978557072	No data	No data	No data	0	0	1	1	0	0	No data	0.4091560948703805	-0.2249336470166166	0	No data	No data	0	1	0
FHAD1	0.019524473970399907	No data	0.032116277127439086	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0	No data	-0.12730281301709878	No data	No data	No data	No data	0	0.5	0.5
MAGEF1	0.019516560168563207	No data	0.032103259524337235	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	No data	No data	No data	No data	0	No data	No data	0	-1	-1
THAP6	0.019506819363414522	No data	0.0320872366395172	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	No data	No data	0.11020408163265305	No data	0	No data	No data	0	-1	-1
BUD31	0.019501740376814732	No data	0.03207888209222375	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	1	No data	-0.18223938223938219	No data	-1	No data	No data	No data	-1	-1
RECQL	0.019498498031072665	No data	0.03207354867967942	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	1	0	0.25269499999999995	No data	0.4330943188086045	0	0	No data	No data	0	-1	-1
TACR3	0.0194782942326628	No data	0.03143238416782065	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.012158615952232422	No data	No data	1	1	0	1	1	0	0.2903199999999998	1	0.4013237727523442	-0.2651098980815475	0	255	No data	0	0.75	0.5
TBPL2	0.019477474308308262	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.1601948312606423	No data	No data	No data	0	0	0	0	0	0	No data	0.5879757308328737	0	No data	No data	No data	0	0.5	0.5
NPIPA1	0.01947539821074975	No data	0.03203555122928923	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	No data	No data	-0.555322669608384	No data	No data	No data	No data	-0.9714275000000001	0.5	0
PTK2B	0.019466483808117045	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.16010443856928336	No data	No data	0.7	1	0	1	1	1	0.7720500000000001	1	-0.6188637617209045	0	0	No data	No data	0	0.5	-1
ITIH5	0.01944399357959194	No data	0.03198389299568569	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	1	No data	No data	No data	0	No data	-0.003419746276889124	0	No data	No data	No data	0	0.5	0
RASA4B	0.019438915969784396	No data	0.03197554071311094	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.30261500000000013	No data	0.7708769994484279	0	0	No data	No data	-0.9937725000000001	1	0
THUMPD3	0.019424424107920526	No data	0.031039806504339462	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.01823792392834863	No data	No data	No data	0	0	0	0	0	0	No data	0.059900717043574137	No data	0	No data	No data	0	-1	-1
CLCN3	0.01940437962593728	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.15959365524967073	No data	No data	No data	0	0	0	0	0	0.87164	No data	-0.8528405956977385	-0.9018724394251065	0	No data	No data	-0.30929	-1	-1
OPRM1	0.019401572392712518	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.15957056682220666	No data	No data	1	1	0	1	1	0	0.6125	0	0.20441257584114725	-0.7318734691478398	0	255	No data	0	0.5	0.5
ABTB2	0.01939892979255002	No data	0.031909766487834855	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.8439050000000001	No data	-0.3921676778819636	-0.6073682676390835	0	No data	No data	0	0.5	0
ITGA4	0.019382410156797696	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.15941296470704733	No data	No data	1	1	0	1	1	0	0.24418500000000024	No data	-0.5645890788747931	-0.8852086880129758	0	No data	No data	0	0.75	0
MCM9	0.01938122424425149	No data	0.031880642205320976	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0	No data	-0.09012686155543304	-0.7536068474785146	0	No data	No data	0	-1	-1
CLCNKB	0.019380732729419255	No data	0.031879833700744195	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	0	0	0.06841500000000025	No data	0.18786541643684496	-0.9657944869526758	0	No data	No data	-0.7816600000000001	0.75	0.5
POU2F2	0.019354646605867387	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.1591846200415082	No data	No data	No data	0	0	0	0	0	0.5673099999999998	No data	-0.902592388306674	-0.6502148501490385	0	No data	No data	0	1	0
RCL1	0.01933512097906296	No data	0.03180480583484977	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.8525449999999999	No data	-0.24070601213458354	No data	-1	No data	No data	0	0.5	-1
ACSF3	0.01932962207082779	No data	0.03179576054835207	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0	No data	0.8001103143960286	0	0	No data	No data	0	-1	-1
CEP85	0.01931836954779172	No data	0.031777251002396714	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.2772649999999999	No data	-0.31218974076116934	No data	0	No data	No data	0	0.5	-1
SLC19A2	0.019308083541577772	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.15880165651611564	No data	No data	No data	0	0	0	1	0	0.5271650000000001	No data	-0.20088251516822941	-0.7859243665467677	0	No data	No data	0	0.5	-1
FUBP1	0.019306851608728817	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.15879152433615537	No data	No data	No data	0	0	0	1	0	0.8913049999999998	No data	-0.9044677330391616	-0.9214103499111511	0	No data	255	-0.1537275000000001	-1	-1
RNF11	0.01927842943251876	No data	0.03110362174793791	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.012158615952232422	No data	No data	No data	0	0	0	0	0	0.96753	No data	-0.6472145615002758	No data	0	No data	No data	0	-1	-1
ARHGAP1	0.019277634648904658	No data	0.030798348990437284	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.01823792392834863	No data	No data	No data	0	0	0	0	0	0.8291550000000001	No data	-0.5669056811913955	-0.875920774363223	0	No data	No data	0	-1	-1
CRLF1	0.01927294366438879	No data	0.031702528873527126	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	1	0	0	0	0.7511850000000002	No data	0.14164368450082732	-0.5360234195772728	0	No data	No data	0	0.5	0
KLHL40	0.019269874794469864	No data	0.0316974808155393	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.6215800000000001	No data	0.2814120242691671	-0.7444670926864938	0	No data	No data	0	0.75	0.5
GTF3C2	0.01926535797968044	No data	0.030930137501171927	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.015198269940290528	No data	No data	No data	0	0	0	0	0	0.41822000000000015	No data	-0.9447324875896305	No data	-1	No data	No data	No data	-1	-1
SYNRG	0.019263474087312802	No data	0.03168695213829148	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.037290000000000136	No data	-0.8143408714837286	-0.7302713476578423	0	No data	No data	No data	-1	-1
OR13C4	0.019263021122663482	No data	0.03168620704583836	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	0	0	No data	No data	No data	No data	0	No data	No data	-0.5911950000000001	No data	No data
RAB33B	0.01925956124374636	No data	0.031680515807739035	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.7379899999999999	No data	-0.3279646993932708	-0.6184022200975039	0	No data	No data	0	-1	0
MYH1	0.01925921687190279	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.15839974671102794	No data	No data	No data	0	0	0	0	0	0.8452800000000004	No data	0.12399338113623837	-0.324491313854158	0	No data	No data	-0.8710674999999999	1	0.5
CHST12	0.019244241676412168	No data	0.03165531628273655	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.19082000000000007	No data	0.2702702702702702	-0.036946524187973784	0	No data	No data	0	-1	0
FOLR2	0.019231087738518456	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.15816839526860352	No data	No data	No data	1	1	1	1	0	0	No data	-0.026696083838940954	No data	0	No data	No data	-0.4411774999999999	0.5	0
RHPN1	0.019228923485870224	No data	0.031630119022452774	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0	No data	0.744180915609487	-0.8504536959751435	0	No data	No data	0	0.5	0
ENDOU	0.019228316320489224	No data	0.03162912028150498	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	1	0	0	0	0.10975499999999982	No data	0.2232763375620519	0	0	No data	No data	No data	0.5	0
CAB39	0.019218152443604492	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.15806200737902149	No data	No data	No data	0	0	0	0	0	0.9560099999999998	No data	-0.4442360728075013	-0.2594413798892198	0	No data	No data	-0.5014675000000001	0.5	-1
SNU13	0.019218152443604492	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.15806200737902149	No data	No data	No data	0	0	0	0	0	1	No data	-0.6972972972972973	No data	-1	No data	No data	No data	-1	-1
GRHL3	0.019218152443604492	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.15806200737902149	No data	No data	No data	0	0	0	0	0	0.5514949999999998	No data	-0.7950358521787093	-0.8924723130820447	0	No data	No data	0	0.5	0
SUZ12	0.019218152443604492	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.15806200737902149	No data	No data	No data	0	0	1	1	0	0.8646799999999999	1	-0.8504136789851076	-0.883359617836468	0	No data	255	No data	-1	-1
DUSP13B	0.01921787197450224	No data	0.03161194012542798	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	No data	0.6116933259790402	0	0	No data	No data	0	0.5	0.5
GUSB	0.019201383304758297	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.15792408757867518	No data	No data	No data	0	0	1	1	1	0	No data	-0.16922228350799784	-0.8737062934109557	0	No data	No data	0	-1	-1
POU2F3	0.019199660880126902	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.15790992129002715	No data	No data	No data	1	0	0	0	0	0.5986249999999999	No data	-0.5985659128516272	-0.527026910333056	0	No data	No data	0	1	0.5
SLC12A5	0.019197620229455346	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.15789313771301827	No data	No data	No data	1	0	0	1	0	0.8655900000000003	0	-0.9400992829564259	-0.9098772315328496	0	No data	No data	-0.2607524999999999	0.5	0
AKNAD1	0.019197620229455346	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.15789313771301827	No data	No data	No data	0	0	0	0	0	0	No data	-0.09718698290126859	No data	0	255	No data	0	1	1
FOLR1	0.01919002331022016	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.15783065593659706	No data	No data	1	1	1	1	1	0	No data	0	-0.3888582460011032	-0.8773693404766597	0	No data	No data	-0.30933750000000015	1	0
RAB14	0.01919002331022016	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.15783065593659706	No data	No data	No data	0	0	0	0	0	1	No data	-0.9410921125206839	No data	0	No data	No data	0	-1	-1
STIM1	0.01916663869290245	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.15763832633749159	No data	No data	No data	0	0	1	1	0	0.622905	No data	-0.7142857142857143	-0.9602156334240308	0	No data	No data	0	-1	-1
NPY1R	0.019164358042533722	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.15761956885409303	No data	No data	No data	1	0	1	1	0	0.6614600000000003	1	-0.4587975730832874	-0.9140613967457506	0	255	No data	0	0.5	0
DEFB135	0.01915474329638528	No data	0.03150809824348192	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	1	0	0	0	0	No data	0.9823496966354108	No data	0	No data	No data	0	1	1
BSCL2	0.019143825828384566	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.15745069918808977	No data	No data	No data	0	0	0	0	0	0.17749000000000023	No data	-0.1716492002206288	-0.9503348292298899	0	No data	No data	No data	0.5	-1
IARS1	0.019142259857124103	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.1574378196690177	No data	No data	No data	0	0	0	1	0	0.5324899999999999	No data	-0.09840044125758407	-0.6159296494065005	-1	No data	No data	0	-1	-1
WNT3	0.01913103143132964	No data	0.030861163228369234	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.012158615952232422	No data	No data	No data	0	1	0	1	0	0.9436599999999998	No data	-0.8301158301158301	-0.8013147657624067	0	No data	No data	-0.5774650000000001	0.75	0
SRP14	0.019119958640260684	No data	0.03145088012546379	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0	No data	-0.8694980694980695	-0.004900661783793225	-1	No data	No data	No data	-1	-1
NPIPB7	0.019116263329869296	No data	0.03144480162046634	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	1	0	0	0	No data	No data	0.6441257584114728	No data	No data	No data	No data	-0.8913049999999998	1	0
G3BP1	0.01910522526578417	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.15713322421600373	No data	No data	No data	0	0	0	0	0	0.6781100000000002	No data	0.3342526199669056	-0.8068687655812226	0	No data	No data	-0.17381999999999992	-1	-1
KCNJ6	0.019094959158709596	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.15704878938300212	No data	No data	No data	0	0	1	1	0	0.9645400000000002	No data	-0.7067843353557639	-0.8387902633441671	0	No data	No data	-0.25532000000000005	0.5	0.5
TESMIN	0.01908323133027534	No data	0.03139046648935647	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0	No data	0.09520132377275226	0	0	No data	No data	0	1	0
IFNL3	0.01906169697178797	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.15677522052407689	No data	No data	No data	0	1	0	0	1	0	No data	0.6666298952013239	-0.11059673298647571	0	No data	No data	-0.8979600000000001	No data	No data
PLEKHA7	0.019059656516627152	No data	0.031351687711013924	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.4925249999999998	No data	-0.40187534473248754	-0.2968332104456023	0	No data	No data	0	-1	0
