gene_symbol,molecule_chembl_id,action_type,mechanism_of_action
SLC12A3,CHEMBL1200616,INHIBITOR,Thiazide-sensitive sodium-chloride cotransporter inhibitor
SLC12A3,CHEMBL1532,INHIBITOR,Thiazide-sensitive sodium-chloride cotransporter inhibitor
SLC12A3,CHEMBL1577,INHIBITOR,Thiazide-sensitive sodium-chloride cotransporter inhibitor
SLC12A3,CHEMBL435,INHIBITOR,Thiazide-sensitive sodium-chloride cotransporter inhibitor
SLC12A3,CHEMBL1684,INHIBITOR,Thiazide-sensitive sodium-chloride cotransporter inhibitor
SLC12A3,CHEMBL1763,INHIBITOR,Thiazide-sensitive sodium-chloride cotransporter inhibitor
SLC12A3,CHEMBL1054,INHIBITOR,Thiazide-sensitive sodium-chloride cotransporter inhibitor
SLC12A3,CHEMBL1055,INHIBITOR,Thiazide-sensitive sodium-chloride cotransporter inhibitor
SLC12A3,CHEMBL1587,INHIBITOR,Thiazide-sensitive sodium-chloride cotransporter inhibitor
DMD,CHEMBL4650241,EXOGENOUS GENE,Dystrophin exogenous gene
NR1H4,CHEMBL1551,AGONIST,Bile acid receptor FXR agonist
NR1H4,CHEMBL240597,AGONIST,Bile acid receptor FXR agonist
NR1H4,CHEMBL3822773,AGONIST,Bile acid receptor FXR agonist
NR1H4,CHEMBL454138,AGONIST,Bile acid receptor FXR agonist
NR1H4,CHEMBL566315,AGONIST,Bile acid receptor FXR agonist
NR1H4,CHEMBL4298169,AGONIST,Bile acid receptor FXR agonist
NR1H4,CHEMBL4297626,AGONIST,Bile acid receptor FXR agonist
NR1H4,CHEMBL4297613,AGONIST,Bile acid receptor FXR agonist
NR1H4,CHEMBL3746388,AGONIST,Bile acid receptor FXR agonist
CFTR,CHEMBL2108184,INHIBITOR,Cystic fibrosis transmembrane conductance regulator inhibitor
CFTR,CHEMBL2010601,POSITIVE MODULATOR,Cystic fibrosis transmembrane conductance regulator positive modulator
CFTR,CHEMBL2103870,STABILISER,Cystic fibrosis transmembrane conductance regulator stabiliser
CFTR,CHEMBL4650318,ACTIVATOR,Cystic fibrosis transmembrane conductance regulator activator
CFTR,CHEMBL3544914,POSITIVE MODULATOR,Cystic fibrosis transmembrane conductance regulator positive modulator
CFTR,CHEMBL4298128,POSITIVE MODULATOR,Cystic fibrosis transmembrane conductance regulator positive modulator
CFTR,CHEMBL4101487,POSITIVE MODULATOR,Cystic fibrosis transmembrane conductance regulator positive modulator
CFTR,CHEMBL4297649,POSITIVE MODULATOR,Cystic fibrosis transmembrane conductance regulator positive modulator
CFTR,CHEMBL4297392,INHIBITOR,Cystic fibrosis transmembrane conductance regulator inhibitor
CFTR,CHEMBL4297849,POSITIVE MODULATOR,Cystic fibrosis transmembrane conductance regulator positive modulator
CFTR,CHEMBL4802150,POSITIVE MODULATOR,Cystic fibrosis transmembrane conductance regulator positive modulator
CFTR,CHEMBL4297603,ACTIVATOR,Cystic fibrosis transmembrane conductance regulator activator
CFTR,CHEMBL5314934,POSITIVE MODULATOR,Cystic fibrosis transmembrane conductance regulator positive modulator
AGTR2,CHEMBL34124,ANTAGONIST,Angiotensin II type 2 (AT-2) receptor antagonist
HCN4,CHEMBL2145077,BLOCKER,Potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 4 blocker
HCN4,CHEMBL1201729,BLOCKER,Potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 4 blocker
HCN4,CHEMBL471737,BLOCKER,Potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 4 blocker
SCN2A,CHEMBL29919,BLOCKER,Sodium channel protein type II alpha subunit blocker
MARCKS,CHEMBL4297701,INHIBITOR,Myristoylated alanine-rich C-kinase substrate inhibitor
IL1B,CHEMBL1201834,INHIBITOR,Interleukin-1 beta inhibitor
IL1B,CHEMBL1201830,INHIBITOR,Interleukin-1 beta inhibitor
IL1B,CHEMBL1743026,NEGATIVE ALLOSTERIC MODULATOR,Interleukin-1 beta negative allosteric modulator
IL1B,CHEMBL2109459,INHIBITOR,Interleukin-1 beta inhibitor
IL1B,CHEMBL4594518,INHIBITOR,Interleukin-1 beta inhibitor
MTOR,CHEMBL3545097,INHIBITOR,Serine/threonine-protein kinase mTOR inhibitor
MTOR,CHEMBL1801204,INHIBITOR,Serine/threonine-protein kinase mTOR inhibitor
MTOR,CHEMBL3586573,INHIBITOR,Serine/threonine-protein kinase mTOR inhibitor
MTOR,CHEMBL3544963,INHIBITOR,Serine/threonine-protein kinase mTOR inhibitor
MTOR,CHEMBL3545248,INHIBITOR,Serine/threonine-protein kinase mTOR inhibitor
MTOR,CHEMBL1236962,INHIBITOR,Serine/threonine-protein kinase mTOR inhibitor
MTOR,CHEMBL5095025,INHIBITOR,Serine/threonine-protein kinase mTOR inhibitor
MTOR,CHEMBL2141712,INHIBITOR,Serine/threonine-protein kinase mTOR inhibitor
MTOR,CHEMBL1258517,INHIBITOR,Serine/threonine-protein kinase mTOR inhibitor
MTOR,CHEMBL3545323,INHIBITOR,Serine/threonine-protein kinase mTOR inhibitor
MTOR,CHEMBL3545006,INHIBITOR,Serine/threonine-protein kinase mTOR inhibitor
MTOR,CHEMBL2331680,INHIBITOR,Serine/threonine-protein kinase mTOR inhibitor
MTOR,CHEMBL2326966,INHIBITOR,Serine/threonine-protein kinase mTOR inhibitor
MTOR,CHEMBL3393066,INHIBITOR,Serine/threonine-protein kinase mTOR inhibitor
MTOR,CHEMBL1879463,INHIBITOR,Serine/threonine-protein kinase mTOR inhibitor
MTOR,CHEMBL3545096,INHIBITOR,Serine/threonine-protein kinase mTOR inhibitor
MTOR,CHEMBL3586404,INHIBITOR,Serine/threonine-protein kinase mTOR inhibitor
MTOR,CHEMBL3120215,INHIBITOR,Serine/threonine-protein kinase mTOR inhibitor
MTOR,CHEMBL1234354,INHIBITOR,Serine/threonine-protein kinase mTOR inhibitor
MTOR,CHEMBL592445,INHIBITOR,Serine/threonine-protein kinase mTOR inhibitor
MTOR,CHEMBL1922094,INHIBITOR,Serine/threonine-protein kinase mTOR inhibitor
MTOR,CHEMBL3545366,INHIBITOR,Serine/threonine-protein kinase mTOR inhibitor
MTOR,CHEMBL4297181,INHIBITOR,Serine/threonine-protein kinase mTOR inhibitor
MTOR,CHEMBL2103839,INHIBITOR,Serine/threonine-protein kinase mTOR inhibitor
MTOR,CHEMBL1334033,INHIBITOR,Serine/threonine-protein kinase mTOR inhibitor
MTOR,CHEMBL2336325,INHIBITOR,Serine/threonine-protein kinase mTOR inhibitor
RGMA,CHEMBL4297743,INHIBITOR,Repulsive guidance molecule A inhibitor
RGMA,CHEMBL4650492,INHIBITOR,Repulsive guidance molecule A inhibitor
DDC,CHEMBL1200748,INHIBITOR,DOPA decarboxylase inhibitor
DDC,CHEMBL1096979,INHIBITOR,DOPA decarboxylase inhibitor
DDC,CHEMBL4802240,INHIBITOR,DOPA decarboxylase inhibitor
ACVR2A,CHEMBL2109171,AGONIST,Activin receptor type-2A agonist
ADRA1D,CHEMBL142635,ANTAGONIST,Alpha-1d adrenergic receptor antagonist
XDH,CHEMBL1200477,INHIBITOR,Xanthine dehydrogenase inhibitor
XDH,CHEMBL1164729,INHIBITOR,Xanthine dehydrogenase inhibitor
XDH,CHEMBL1467,INHIBITOR,Xanthine dehydrogenase inhibitor
XDH,CHEMBL1089221,INHIBITOR,Xanthine dehydrogenase inhibitor
XDH,CHEMBL1078685,INHIBITOR,Xanthine dehydrogenase inhibitor
XDH,CHEMBL859,INHIBITOR,Xanthine dehydrogenase inhibitor
LINGO1,CHEMBL3544922,INHIBITOR,Leucine-rich repeat and immunoglobulin-like domain-containing nogo receptor-interacting protein 1 inhibitor
CYP19A1,CHEMBL1571,INHIBITOR,Cytochrome P450 19A1 inhibitor
CYP19A1,CHEMBL1399,INHIBITOR,Cytochrome P450 19A1 inhibitor
CYP19A1,CHEMBL1444,INHIBITOR,Cytochrome P450 19A1 inhibitor
CYP19A1,CHEMBL1200374,INHIBITOR,Cytochrome P450 19A1 inhibitor
CYP19A1,CHEMBL488,INHIBITOR,Cytochrome P450 19A1 inhibitor
CYP19A1,CHEMBL468419,INHIBITOR,Cytochrome P450 19A1 inhibitor
CLDN18,CHEMBL2109427,BINDING AGENT,Claudin-18 binding agent
NKX1-1,CHEMBL2028852,ANTAGONIST,Bradykinin B2 receptor antagonist
NKX1-1,CHEMBL541758,ANTAGONIST,Bradykinin B2 receptor antagonist
NKX1-1,CHEMBL2107725,ANTAGONIST,Bradykinin B2 receptor antagonist
NKX1-1,CHEMBL2105864,AGONIST,Bradykinin B2 receptor agonist
RARB,CHEMBL25202,AGONIST,Retinoic acid receptor beta agonist
EDNRB,CHEMBL431651,ANTAGONIST,Endothelin receptor ET-B antagonist
EDNRB,CHEMBL61780,ANTAGONIST,Endothelin receptor ET-B antagonist
EDNRB,CHEMBL23261,ANTAGONIST,Endothelin receptor ET-B antagonist
EDNRB,CHEMBL2109282,BINDING AGENT,Endothelin receptor ET-B binding agent
BMPR1B,CHEMBL2108594,AGONIST,Bone morphogenetic protein receptor type-1B agonist
BMPR1B,CHEMBL2109171,AGONIST,Bone morphogenetic protein receptor type-1B agonist
PROS1,CHEMBL6068614,EXOGENOUS PROTEIN,Vitamin K-dependent protein S exogenous protein
PROS1,CHEMBL6068491,EXOGENOUS PROTEIN,Vitamin K-dependent protein S exogenous protein
PCSK9,CHEMBL2109540,INHIBITOR,Subtilisin/kexin type 9 inhibitor
PCSK9,CHEMBL2364655,INHIBITOR,Subtilisin/kexin type 9 inhibitor
PCSK9,CHEMBL3137349,INHIBITOR,Subtilisin/kexin type 9 inhibitor
PCSK9,CHEMBL2109539,INHIBITOR,Subtilisin/kexin type 9 inhibitor
PCSK9,CHEMBL3137352,INHIBITOR,Subtilisin/kexin type 9 inhibitor
PCSK9,CHEMBL4298016,INHIBITOR,Subtilisin/kexin type 9 inhibitor
PCSK9,CHEMBL4594554,INHIBITOR,Subtilisin/kexin type 9 inhibitor
PCSK9,CHEMBL4594566,INHIBITOR,Subtilisin/kexin type 9 inhibitor
PCSK9,CHEMBL4650405,INHIBITOR,Subtilisin/kexin type 9 inhibitor
